user_id,alcohol,babies,bakery,beverages,breakfast,bulk,canned goods,dairy eggs,deli,dry goods pasta,frozen,household,international,meat seafood,missing,other,pantry,personal care,pets,produce,snacks
104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,3,0
110,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,18,0
117,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
118,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
119,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0
122,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
124,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0
126,0,0,1,1,0,0,0,5,0,0,0,0,2,2,0,0,0,0,0,5,0
138,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4
140,0,0,3,2,2,1,2,10,2,0,2,0,0,0,0,0,3,0,0,26,4
141,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
142,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
144,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,1,6,0,0,0,2,0,0,2,0,0,0,0,0,3,3,0,2,7
153,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,17,0
154,0,0,0,2,0,0,1,2,0,0,1,1,0,0,0,0,3,0,0,10,1
155,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0
162,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,1
167,0,0,0,0,0,0,1,2,1,1,5,0,0,0,0,0,0,0,0,1,0
169,0,0,1,4,5,0,0,7,1,0,0,0,0,0,0,0,0,0,0,4,6
173,0,4,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,3,1
177,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,3,0,1,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,2
187,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
190,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
204,0,0,0,1,0,0,1,4,0,1,0,1,1,0,1,0,1,0,0,4,0
205,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,3,0
208,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
210,0,0,4,2,4,0,2,17,6,5,6,0,0,0,0,0,4,0,0,15,2
214,0,1,0,4,0,0,0,5,0,0,2,0,0,1,0,0,1,1,0,23,0
216,0,0,0,1,0,0,0,7,0,1,0,7,0,0,0,0,5,1,0,4,3
217,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
222,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,3
225,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1
227,0,1,0,2,1,0,2,5,0,1,0,0,0,0,1,0,1,0,0,7,0
229,0,0,0,2,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,1,1
233,0,0,0,0,2,0,0,5,2,0,0,1,0,0,0,0,6,0,0,6,1
234,0,0,2,1,1,0,4,3,0,4,0,3,0,4,0,0,7,0,1,7,4
235,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
236,0,0,2,8,0,0,3,0,4,2,3,0,1,1,0,0,0,0,0,7,0
242,0,0,1,1,0,0,1,2,1,0,3,0,1,0,0,0,0,0,0,2,0
246,0,0,0,3,0,0,0,4,1,0,0,0,1,0,0,0,2,0,0,0,0
248,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,9,0
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
257,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,1
258,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
262,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
272,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1
278,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,7,0
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
280,0,0,0,0,0,0,0,7,0,5,4,0,0,1,0,0,0,0,0,10,1
281,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,8,1
284,0,0,0,0,1,0,5,6,0,4,0,0,1,0,0,0,3,0,0,2,0
287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
289,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0
290,0,0,2,6,1,0,7,2,1,0,4,3,0,2,0,0,6,3,14,0,15
291,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0
293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
301,0,2,0,5,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,6
302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
305,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,5
310,8,0,0,1,0,0,0,2,0,1,0,0,1,0,0,3,1,0,0,0,1
313,0,1,0,0,0,0,3,1,2,1,1,0,0,2,0,0,0,1,0,15,0
314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0
317,0,0,0,1,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,1,1
321,0,0,0,1,0,0,0,1,0,0,1,2,1,0,0,0,2,0,0,18,1
322,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,4,0
323,0,0,1,5,1,0,0,5,1,0,0,0,2,0,0,0,4,0,0,8,5
327,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,5,4
328,0,0,1,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,2,4
334,0,0,1,3,1,0,2,2,2,0,4,0,0,3,0,0,4,0,0,3,2
337,0,0,1,2,0,0,1,7,0,1,3,0,0,0,0,0,3,0,0,10,3
341,0,0,3,0,0,0,0,3,2,0,1,2,0,0,0,0,1,1,1,7,1
342,0,0,3,1,1,0,0,6,0,0,6,1,0,0,0,0,0,2,0,3,4
346,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,4,0
350,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,1,0,0,2,0
351,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,7,0
359,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0
364,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,9,0
372,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
378,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,6,0
382,0,0,1,2,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,1
389,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,2,0
390,0,2,1,2,2,0,2,8,1,0,2,3,0,1,0,0,0,3,0,5,3
391,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,7,0
396,0,0,1,4,2,0,1,3,0,1,3,2,0,0,0,0,0,0,0,2,1
409,0,1,0,2,1,0,0,6,0,1,0,1,0,1,0,0,0,0,0,4,5
422,0,0,0,2,0,1,0,3,0,1,1,1,0,0,0,0,0,1,0,8,1
423,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1
429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
432,0,0,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,9,2
435,0,0,0,2,1,0,0,4,0,0,0,2,0,0,0,0,4,0,0,1,3
437,1,0,0,3,0,0,0,2,1,0,2,0,0,1,0,0,3,0,0,2,2
440,0,2,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,3,0
444,0,0,1,0,0,0,1,1,3,0,2,0,0,1,0,0,1,0,0,22,0
448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1
451,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,2,4
453,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0
454,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1
459,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
462,0,0,0,0,0,0,0,8,0,2,0,0,0,1,0,0,2,1,0,12,0
464,0,0,0,1,0,0,1,4,0,0,4,0,0,0,0,0,0,1,0,10,0
466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
469,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
474,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,1
475,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
478,0,0,0,2,0,0,0,0,0,1,1,1,1,2,0,0,1,1,0,1,3
480,0,0,0,1,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,3,2
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
487,0,3,0,3,0,0,0,4,3,1,3,2,1,0,1,0,0,1,0,11,6
492,0,0,1,2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,3
493,0,0,0,0,2,0,1,1,2,0,2,0,0,0,0,0,2,0,0,6,0
496,0,2,0,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,1,1
501,0,0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,3,0
508,0,0,0,2,0,0,0,7,0,0,0,0,0,0,1,0,3,1,0,4,2
511,0,0,2,2,0,0,0,3,5,1,3,0,0,1,0,0,0,0,0,4,4
515,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
520,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,2
522,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
525,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,2,0
526,0,0,0,3,3,0,2,6,3,0,7,0,0,2,1,0,1,0,0,0,9
528,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,6,2
529,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,0
530,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,0,0,10,0
531,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,3
538,0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,2,3
541,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0
543,0,0,0,0,0,0,4,2,1,2,1,3,3,0,0,0,0,0,0,7,1
544,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
551,0,1,0,0,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,5,0
552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
555,0,0,0,0,2,0,0,1,0,3,2,1,0,0,0,0,1,1,0,5,0
559,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2
560,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
562,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
563,0,0,2,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0
566,0,0,0,1,0,0,0,2,1,0,3,1,0,0,0,0,0,0,0,1,0
567,0,0,0,4,1,0,0,7,1,1,3,1,0,0,0,0,0,0,0,8,5
571,0,0,0,1,0,0,1,4,3,0,2,0,0,0,0,0,0,0,0,3,0
577,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,14,1
582,0,1,0,2,3,0,3,5,0,2,1,0,1,3,0,0,3,2,0,9,1
583,0,0,0,0,0,0,2,1,0,1,1,0,1,1,0,0,2,0,0,8,0
585,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
588,0,0,0,1,2,0,0,3,0,0,1,2,0,0,1,0,2,1,0,1,5
589,0,3,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,10,2
595,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,4
596,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0
599,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
602,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
604,0,0,1,0,2,1,1,5,1,0,3,0,0,0,0,0,1,0,0,12,0
605,0,0,1,0,1,0,0,7,3,1,8,1,0,4,0,0,2,0,0,0,4
609,0,0,0,2,1,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0
612,0,0,0,2,0,0,1,16,0,0,3,1,0,1,0,0,2,0,0,16,5
623,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,7
626,3,0,1,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6
629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
630,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1
632,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
635,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
641,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,7,0
649,0,1,1,2,1,0,0,5,0,1,1,0,0,0,0,0,1,0,0,2,4
651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
652,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3
653,0,0,3,1,0,0,3,8,3,3,2,2,0,0,0,0,0,0,0,11,4
655,0,0,3,4,3,0,5,14,6,12,2,1,1,0,0,0,1,1,0,14,5
656,0,0,2,0,1,0,0,2,1,0,0,0,0,3,0,0,2,0,0,1,0
657,0,0,0,1,0,0,1,5,3,1,2,0,1,0,0,0,4,0,0,8,0
662,0,0,0,2,4,0,0,5,0,1,3,1,0,5,0,0,12,2,0,9,2
665,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
667,0,0,1,9,0,0,0,0,2,1,7,2,0,0,0,2,1,4,2,0,6
669,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
671,0,0,1,2,0,0,0,5,0,2,5,3,1,0,0,0,0,1,0,3,2
682,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
686,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
690,0,0,1,0,0,0,0,6,3,0,1,2,0,0,0,0,0,0,0,8,5
692,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1
695,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,3,0
696,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
697,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
698,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0
699,0,0,1,0,0,0,1,11,5,0,4,0,0,3,0,0,2,0,0,13,4
702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,0,0,0,1,0,0,0,5,1,0,4,0,0,0,1,0,1,0,0,5,1
705,0,0,0,2,0,0,0,3,0,0,2,2,0,0,0,0,0,3,0,0,1
711,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
713,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
719,0,0,5,4,0,0,3,1,4,0,3,2,0,0,0,0,4,0,0,7,6
720,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2
721,0,0,0,2,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,1
723,0,7,0,0,0,0,0,3,1,1,0,0,3,0,1,0,2,0,0,11,1
724,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0
728,0,0,0,0,0,0,1,11,0,2,1,1,0,3,0,0,1,0,0,2,2
729,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1
730,0,0,1,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,4,0
732,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
742,1,0,2,1,0,0,0,3,0,1,3,1,0,1,0,0,0,0,0,6,0
747,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,8,3
751,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
756,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0
762,0,0,2,1,0,0,1,1,5,1,1,0,0,0,0,0,1,0,0,13,0
765,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
766,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
769,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,1
773,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
778,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0
780,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,0,0,0,2,1,0,0,5,1,0,6,0,0,1,0,0,1,1,0,18,2
795,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
797,2,0,0,1,0,0,0,4,0,1,0,0,1,1,0,0,0,0,0,4,0
800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0
809,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,6,0
811,0,0,0,1,1,0,1,3,0,1,3,2,0,0,0,0,0,0,0,1,0
812,0,4,1,0,4,0,1,7,0,0,12,1,0,0,0,0,5,0,0,16,7
822,0,0,0,0,0,0,0,3,0,1,1,5,0,0,0,0,0,1,0,5,0
830,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,9,0
831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
833,0,0,1,0,0,0,1,4,2,0,1,1,0,0,0,0,1,0,0,6,2
836,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,0,0,0,0,0,0,1,1,1,1,2,0,1,1,0,0,0,2,0,4,5
841,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
844,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0
846,0,0,0,0,1,0,0,3,0,1,4,4,0,0,0,0,2,3,0,2,0
847,0,0,4,7,0,0,1,15,0,0,2,1,0,2,0,0,0,1,0,29,1
848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
849,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
852,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,8,2
853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
854,0,0,2,1,0,0,2,3,0,1,4,0,0,2,0,0,7,0,0,18,1
857,0,1,1,0,2,0,0,10,5,7,0,0,0,2,0,0,4,1,0,10,7
858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
859,0,0,1,3,1,0,0,0,1,0,2,1,0,1,1,0,0,1,0,3,4
860,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,3,1
864,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,2,0
868,0,0,2,0,0,0,1,4,0,0,0,0,0,1,0,0,4,0,0,2,2
871,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
874,0,0,0,0,3,0,0,5,4,1,7,2,0,1,0,0,0,1,0,14,3
877,0,0,1,3,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,3,1
880,0,0,5,6,0,0,0,16,1,3,1,1,0,0,0,0,2,0,0,18,1
886,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,5,0
891,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,6,1
894,2,6,8,1,4,0,1,8,0,3,1,0,3,0,0,0,2,1,0,2,2
899,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,3,1
901,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
908,2,0,2,1,0,0,2,6,0,0,3,0,1,2,0,2,3,0,0,10,2
911,0,0,1,0,0,0,0,5,1,2,2,0,0,0,0,0,1,1,0,18,0
913,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,3
928,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
932,0,0,0,1,0,0,0,8,1,0,0,0,0,2,0,0,1,2,0,10,0
936,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
938,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
947,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
948,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0
950,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1
956,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
958,0,0,1,0,0,0,0,5,1,0,1,0,0,1,0,0,0,0,0,11,1
960,0,0,0,3,1,0,0,1,0,1,4,0,0,1,0,0,0,0,0,5,5
963,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2
964,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2
968,0,0,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0
972,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,0
975,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
